time,f0,VUV,NAQ,QOQ,H1H2,PSP,HRF,MDQ,peakSlope,Rd,Rd_conf,MCEP_0,MCEP_1,MCEP_2,MCEP_3,MCEP_4,MCEP_5,MCEP_6,MCEP_7,MCEP_8,MCEP_9,MCEP_10,MCEP_11,MCEP_12,MCEP_13,MCEP_14,MCEP_15,MCEP_16,MCEP_17,MCEP_18,MCEP_19,MCEP_20,MCEP_21,MCEP_22,MCEP_23,MCEP_24,HMPDM_0,HMPDM_1,HMPDM_2,HMPDM_3,HMPDM_4,HMPDM_5,HMPDM_6,HMPDM_7,HMPDM_8,HMPDM_9,HMPDM_10,HMPDM_11,HMPDM_12,HMPDM_13,HMPDM_14,HMPDM_15,HMPDM_16,HMPDM_17,HMPDM_18,HMPDM_19,HMPDM_20,HMPDM_21,HMPDM_22,HMPDM_23,HMPDM_24,HMPDD_0,HMPDD_1,HMPDD_2,HMPDD_3,HMPDD_4,HMPDD_5,HMPDD_6,HMPDD_7,HMPDD_8,HMPDD_9,HMPDD_10,HMPDD_11,HMPDD_12,vowelSpace,F1,F2,F3,F4,F5,VAD
0.475,50,0,0,0,0,0,0,0,-0.0396639215104329,0.760620269972836,0.691479280397575,-17.8560032822564,-0.000897440721916515,-0.000908774395753394,-0.000856050956488228,-0.000811595623881077,-0.000795236575723939,-0.000996670062061608,-0.001208156910569,-0.00149670903108774,-0.00146486887682248,-0.00134425838211708,-0.00123331416471086,-0.00145396649095532,-0.00153063534441818,-0.00128018326696861,-0.000893495074450922,-0.000945433619481589,-0.000978595035141517,-0.000732259393120623,-0.000570312547204126,-0.000807704639159543,-0.00067416631046573,-0.000452628177138502,-0.000638032764637607,-0.000885920850755244,0,0,-2.70650327270937,2.23656143738776,-2.93058492346308,2.37226943525439,2.37138505030817,-2.799742833002,2.97095458315725,2.92902645324583,2.8565132883189,2.79035380308289,2.47910874076586,2.92046795780984,2.93802671365119,2.92428263409158,2.80803155708961,2.75460965751908,2.96340019702602,2.70509703305017,2.81384820628133,2.78489826179113,2.86720483114208,2.78834345077143,2.78936285655476,-0.177049068832334,-0.284429963835905,-0.272407988321534,-0.276306001322093,-0.259656439116943,-0.249934395293044,-0.266413726553406,-0.243842788738935,-0.259084210289866,-0.274307727970358,-0.257377152771403,-0.240899301418109,-0.243172965921121,0,3983.70650302414,5876.46938325018,7813.43790561122,9846.35707032801,12459.6646947155,0
0.485,50,0,0,0,0,0,0,0,-0.028047069605498,0.731667242010098,0.713626259522141,-17.2582579442273,-0.00222819219355772,-0.00233709761425213,-0.00226299110656551,-0.00224564258389442,-0.00211309356646979,-0.00224070198639226,-0.00229107550559403,-0.00237413679589897,-0.00226459264416528,-0.00227483597237112,-0.00208951721444449,-0.00205795888447287,-0.00182201513766926,-0.00179654961452543,-0.0017078692914476,-0.00169389302921842,-0.00183102413004236,-0.00205505132218321,-0.00212460467271188,-0.00224908046698384,-0.00192884422012973,-0.00200347382256468,-0.00201216595583424,-0.00222149023475963,0,0,-2.81500959158702,2.2951913738481,-2.98551035517795,2.47584438050984,2.49572155504104,-2.87543480754681,2.97469426370011,2.91531891491249,2.85194081397134,2.81756000305214,2.50193917916772,2.95849663147462,2.91796793516807,2.9247767064834,2.80917237747841,2.76356669942537,2.9672100775453,2.71962799197181,2.81997502890013,2.80305013865467,2.86996146781629,2.80036023583226,2.80344659704737,-0.182136993084168,-0.286942456205438,-0.265006833239896,-0.267466294192254,-0.254840169664156,-0.249886400919328,-0.25716097545397,-0.250291924814208,-0.258593875346248,-0.272529546372957,-0.256980087330297,-0.249227155819122,-0.254225357197923,0,4467.2462710571,6277.84034132836,8297,10359,12445,0
0.495,50,0,0,0,0,0,0,0,-0.0200365069466456,1.53569959045025,0.681607729303385,-17.1112280846447,0.00271083985087482,0.00277287884949472,0.00185800225933933,0.00102729027127903,0.000904027464864508,0.000907672820815694,-0.000647997543414067,-0.00164508391470067,-0.00287605750846195,-0.00524435616980366,-0.00595860588040142,-0.00572630574901403,-0.00477438193870114,-0.00231237211781533,0.000187920255027154,0.00368171821572054,0.00390560850212722,0.00262839118911102,-0.000990514934037596,-0.00371023694962206,-0.00586654592614053,-0.00436594743494203,9.62384533027632e-05,0.0046474869184623,0,0,-2.90168680399259,2.33888104561034,-3.02620365241183,2.53948823554583,2.55418120353965,-2.94018072948322,2.97682004523362,2.89989652091155,2.84521024380855,2.84589832950212,2.52579211511065,2.98520965633009,2.89561229610304,2.9223634960357,2.80927035370814,2.77121719348169,2.96614243595611,2.72919545889398,2.81885131126977,2.81589374353531,2.87201387877231,2.80792093088818,2.81388296007782,-0.165159297200568,-0.289549250901341,-0.257153625544859,-0.258987462542036,-0.250250395528681,-0.250677560216753,-0.247388789205944,-0.254317252851387,-0.25921720998909,-0.271602802242864,-0.255910178312699,-0.257918818792368,-0.265578470543104,0,673.680398847115,945.138839660203,1248.49816154445,1558.77937271773,1872.67200438962,0
0.505,50,0,0,0,0,0,0,0,-0.0118213980963642,1.45895061519558,0.603800199060575,-17.1092746531124,0.0120561229882024,0.0127870183544867,0.0109012532386659,0.00965508691675407,0.0094793926368212,0.0103164584214208,0.00901632465735487,0.00972526595930345,0.0101880460609966,0.00987698896271023,0.00993907144549649,0.00754372808989246,0.00576875423880462,0.00961454363260562,0.00898935270677956,0.00812123792265182,0.00789545849149976,0.0120931321033945,0.0112632026079451,0.0113521754706276,0.00926862184141719,0.00852184134497249,0.00469850497149149,0.00356425206832912,0,0,-2.96463220095718,2.37706629355088,-3.05094172112164,2.5872664777345,2.58777136935778,-2.98176180036462,2.98161130140794,2.88441817801381,2.83692714883363,2.87108238443546,2.5488415912763,3.00506565394405,2.87876605127575,2.92207310968595,2.81232190438651,2.7788583822353,2.96387439754837,2.73733735061377,2.81796616589173,2.8271333904984,2.87901668725001,2.81734732337692,2.82422762466967,-0.137145584529946,-0.292213729798725,-0.250598194724863,-0.253733401149163,-0.248189527558277,-0.253607508325893,-0.241287577386745,-0.257692065436584,-0.262764960751559,-0.273064450339938,-0.255310020672493,-0.264135029809224,-0.271565341487565,0,0,0,0,0,0,0
0.515,50,0,0,0,0,0,0,0,-1.53624292957593e-16,0.888976267734079,0.62969111751282,-17.041495617141,0.0148168995321763,0.0164495795542894,0.0168217857139238,0.0179330010625854,0.0169234447528176,0.0169395463129898,0.0148246001695156,0.011571169135077,0.0074868306792994,0.00909222965729809,0.013256689063004,0.0152497938898168,0.010968316438431,0.0061531409913694,0.00139077770407925,0.00148415703227373,-0.000136665534381069,-0.00412264193808599,-0.00557467036209183,-0.00126525564164161,-0.00421633887243049,-0.00745789614169748,-0.00630045862693565,-0.00410318267772557,0,0,-3.03001650887451,2.41160607446646,-3.06338438720575,2.6130737671427,2.6095920461353,-3.00206527601133,2.9886459198269,2.86858325326886,2.82665837817918,2.89148054085691,2.56746467509848,3.01546612095681,2.86501635321832,2.92450935359971,2.81919950910402,2.7829370761083,2.95887427074799,2.7432016265648,2.81677202513311,2.83573753853023,2.88260555105562,2.82646965348554,2.83274321395529,-0.10337222855074,-0.296408794784895,-0.247880848015629,-0.252762280754102,-0.248968752374338,-0.257457909815647,-0.236802284476099,-0.260170007903927,-0.267228624392851,-0.276040516775657,-0.256051553931933,-0.270019533116723,-0.274827816200924,0,9552.2208921713,9744.87902773139,9957.29697206686,10246.284175407,10401.0693441476,0
0.525,50,0,0,0,0,0,0,0,-2.63519300617505e-13,1.33918710768512,0.554013003715091,-17.1674000667878,0.0151776243528527,0.0160812583522494,0.0173991037714932,0.0190275623434207,0.018449669398283,0.0160056488990872,0.0131159318094799,0.0140912537801693,0.0103812939442382,0.0131102564454629,0.0125418045313419,0.0127338639028599,0.016213417270156,0.016474941290576,0.0152950275269269,0.0134362262135732,0.0092046601941506,0.00641233162455531,-0.0011867785759038,-0.00417980838493619,-0.00643947673279773,-0.00337334477825572,-0.0018346863273583,0.00107236489797701,0,0,-3.08948411649638,2.43458425424032,-3.06920720321702,2.63280473816374,2.62462709955873,-3.01251693366248,2.99643655115945,2.85268658425907,2.81623510947227,2.90499447898478,2.5798247198797,3.01869130205443,2.85196922013026,2.92629183779185,2.82568450537929,2.78081901134812,2.95171882906421,2.74582018288837,2.81350556434774,2.84104061618905,2.88216988453808,2.83109254288372,2.83838197466883,-0.0663999333721927,-0.301171983084514,-0.247096195597515,-0.253267094933417,-0.250810220003617,-0.260675472334959,-0.231494415175759,-0.261672560215142,-0.272423191788218,-0.281078370845321,-0.25823148036122,-0.276463193720212,-0.276359060429185,0,11602,11836,12094,12331.5683634277,12556.8387583014,0
0.535,50,0,0,0,0,0,0,0,-5.26884976942053e-13,1.68036266074563,0.379745288193013,-17.0029682932578,0.111309935909442,0.0711279375060396,0.12681794835349,0.123947305316794,0.12971840395072,0.0704570039938874,0.00979862782892323,0.035259421435475,0.0590289403269389,0.111393534591319,0.0593782693201685,-0.0277774665608143,0.000989260530846337,0.0763237687553258,0.0692887918574537,-0.0257053425995762,-0.0190260536619236,0.0442538088269908,0.0124255205171006,0.0058421278615584,0.0186922718661903,-0.0234092261409265,-0.0236596279854702,0.015485089531295,0,0,-3.14024120984725,2.44733600581962,-3.07244871698621,2.65390822651828,2.63047648003385,-3.01343700800811,3.00503123406838,2.83704267818879,2.80652209014107,2.91233090535442,2.58681668841031,3.01244966421307,2.83745327301816,2.92443543800385,2.82678285776677,2.77215947881358,2.94404996484534,2.74586754406006,2.81059970920287,2.84421253517286,2.87974956783534,2.83211740430814,2.84189644159317,-0.0271024904887136,-0.306679233433471,-0.248168629822142,-0.254587014029672,-0.251383530000041,-0.262190599022249,-0.226658660973013,-0.261601403669939,-0.276086212007043,-0.289079223258053,-0.259890167689288,-0.279878354292981,-0.276783290519255,0,11097.4188714469,11612.0074295048,11888.3413409689,12192.6051514597,12800.4575200086,0
0.545,50,0,0,0,0,0,0,0,-5.26884976942053e-13,1.60406904391676,0.435355628117498,-16.476059475359,0.181953806716991,0.109125180447977,0.227802018814625,0.184474939205779,0.19022403360472,0.103054584570951,-0.0315294699380515,0.0155626767067638,0.0677189885209739,0.188628518403309,0.119813907291162,-0.0639195011297341,-0.0255964427629938,0.125580993151952,0.125408445305022,-0.0657808737703317,-0.0534905675221325,0.0846038215064668,0.0196640452241202,-0.0126616476818673,0.0272361455571186,-0.0409691164577174,-0.0499695115274332,0.00941716057599238,0,0,3.0591693945258,2.45764548317585,-3.08150406595763,2.67451887669138,2.63135862564415,-3.01550630642261,3.01057855069039,2.82124040530078,2.79760412196921,2.91060763367563,2.59098051178634,2.98605404402947,2.82049449985294,2.91928505653787,2.82301164226858,2.75853774120667,2.93476362200068,2.7403383633319,2.8079242435572,2.84461691088418,2.87554048389709,2.83050106520835,2.84259923364117,0.0103251167585352,-0.312181331234143,-0.25189964666186,-0.257296061973146,-0.251798320518569,-0.262896669093614,-0.223843240219985,-0.25958543585072,-0.275510275506266,-0.295325556555893,-0.259607998209879,-0.28143731141745,-0.277456029513199,0,9939.57229261401,10985.0122290407,11670.5702617986,12035.4195399762,12499.2912454196,0
0.555,50,0,0,0,0,0,0,0,-5.26884976942053e-13,1.90887710927699,0.487785665152829,-16.2339365485971,0.184882410353371,0.100877883522393,0.245308728283983,0.194050643001381,0.186207895758581,0.0971630608210507,-0.039323275440224,0.011477528749433,0.0738065310062253,0.208518252305989,0.145284703804874,-0.0562055075148507,-0.0308404972277577,0.127092433059456,0.13936499411417,-0.0499168176852369,-0.0436231541667103,0.0880556953431613,0.0126002020555492,-0.0409640914858838,0.0166507646484513,-0.0450282298384876,-0.0440881227310216,0.0223699476215466,0,0,2.96300280135615,2.47097325505622,-3.09616466064427,2.70036796308178,2.64105816230718,-3.02755707393654,3.01386047025953,2.8080966106355,2.79211342278343,2.90593184631286,2.59576214973548,2.94586606950263,2.80812379163348,2.91305482154558,2.8171262164107,2.74594416010973,2.92540492282975,2.73378482031171,2.80598150277721,2.84456025528162,2.87223172541334,2.82892084732013,2.84359777865792,0.0342424876549227,-0.315148479432122,-0.255723206206874,-0.25960357849919,-0.253262840873956,-0.262731950677186,-0.22051901093865,-0.253619221295637,-0.271026154242189,-0.297871266825782,-0.259150538629636,-0.282599909717039,-0.275482203600704,0,9602.03505364001,10647.6028935966,10956.6055929413,11168.9398260562,12091.1707335532,0
0.565,50,0,0,0,0,0,0,0,-0.035587659080555,2.41363519164597,0.385195218231623,-16.461399154169,0.138539938485996,0.0834127561215205,0.226178090503768,0.19453494095521,0.129708656277997,0.0247694869714701,-0.0580373405648923,0.0213846552992924,0.108344602100231,0.17776039821809,0.0960574216449528,-0.0243637914598768,0.00654784950559525,0.077200412558461,0.0933432791068879,0.0257784998896697,-0.00691219388662278,0.0380919719535735,0.0141807820041731,-0.0527577522252528,-0.0138305168399928,-0.0106276447569084,-0.0252302173582919,0.036661035376731,0,0,2.87411892633747,2.48768423093829,-3.11448869817976,2.72792869037884,2.6648511611695,-3.04494495620665,3.01502391613346,2.79523305647543,2.79162330068679,2.90039316471951,2.59810842064557,2.9113662216428,2.79962636784644,2.90735056923648,2.8094179582876,2.73531971658264,2.914939636712,2.72982660135092,2.80742398310697,2.84465439250597,2.86975610159099,2.82927340165559,2.84750014903919,0.037819867073099,-0.315838232398963,-0.258198187129602,-0.261962576656533,-0.256096045527903,-0.26037146053871,-0.2140337006019,-0.242838020461297,-0.263367964887849,-0.298706833614866,-0.261193802220315,-0.280533429868794,-0.268948435341284,0,7827.83807715837,9812.6789041165,10633.7161399371,11791.9870204406,14096.1533959396,0
0.575,50,0,0,0,0,0,0,0,-0.0711753181605831,1.59305171576011,0.471958537871012,-16.9593097205885,0.104008375547531,0.118450592124756,0.210389403637412,0.195485555965096,0.0698021576122079,-0.102980227763783,-0.151954948389718,0.00868779516199833,0.173624291005375,0.122629682663321,-0.0366406781771211,-0.0229084574006895,0.0559763840092743,-0.0253597941354122,0.0105224322126634,0.135478730233329,0.000496057843764863,-0.07285872067499,0.0626413645103079,-0.0354747120393624,-0.0670177732264817,0.0608403829764432,-0.0234737552558353,0.0313679719431626,0,0,2.7758728089466,2.50685278134636,-3.13792446960991,2.75196656006969,2.69671636766643,-3.06066387725511,3.01412144394057,2.78525945394561,2.78909246817198,2.89542609102059,2.60018041329095,2.89430951393333,2.79119257125096,2.90227969018017,2.80250777077096,2.72764682155621,2.90404161599389,2.72870227199488,2.81335604391615,2.84540434016481,2.86897102142395,2.83320327441141,2.85428840810664,0.0147429047918005,-0.315912279650362,-0.261016891362752,-0.264595872933864,-0.260462910720662,-0.258504438120449,-0.208229182198986,-0.232500615605237,-0.254937534565211,-0.297898152808884,-0.265640256540502,-0.276114228171939,-0.258405545712128,0,5293.21281305776,7747.35063731024,9826.18437533505,11982.8667040875,14801.00226417,0
0.585,50,0,0,0,0,0,0,0,-0.0711753181605831,0.704487327393056,0.620294482218547,-17.5659735468314,0.100523437787663,0.129353379215607,0.179436256553943,0.186573542578648,0.06546024459693,-0.0961241630241904,-0.159888226493117,0.00575272474449052,0.169357611332203,0.0695305608385968,-0.109695117231549,-0.0198061674470064,0.0985125752075894,-0.0553620462764371,-0.0429722318377071,0.137012304644059,-0.0204271111504896,-0.131508269133205,0.0759255951868911,0.0181843347471365,-0.0438849255928371,0.0805058876635418,-0.054332704963504,0.00411108225158265,0,0,2.62972218559983,2.52676679530038,3.11651656997836,2.76583033940718,2.72880923703162,-3.07440350979513,3.0128424395037,2.78044344911384,2.77987629299611,2.88794945215255,2.60357446296648,2.8898427962753,2.78200808437521,2.89620354289601,2.79532279873339,2.72108381688395,2.89361626604815,2.72905528370986,2.82167333925374,2.84708553621723,2.86862033727654,2.83780312299636,2.85925049564534,-0.0252589902677384,-0.315568482891733,-0.265315260219602,-0.267658858137381,-0.264075114576816,-0.258597256101729,-0.207946992206364,-0.226767784777554,-0.248327750302342,-0.297508912162589,-0.270649220979506,-0.271771097361789,-0.24766937535196,0,1856.56138801819,4107.02775657966,5841.93167756706,8471.90619777115,12926.1271719319,0
0.595,50,0,0,0,0,0,0,0,-0.0711753181605831,1.06649792130417,0.68023175179854,-17.6102265093221,0.0496037313594894,0.0584319022095355,0.086202899000763,0.140360310184783,0.163638356116151,0.123866341490505,0.036449822429068,0.0386328924435255,0.0885096499449326,0.0042396409846526,-0.0971103031183679,0.0212449406372524,0.102034192958966,-0.0466769997484126,-0.0687554259445339,-0.00531243779752576,-0.059598418980687,-0.0986803407359782,-0.0248965147765976,0.0977024236180275,0.113259679673178,0.0248334943609716,-0.0486293807363776,0.00748726103395859,0,0,2.42335217867702,2.54382801272423,3.0866680052857,2.76822712799143,2.7564522599108,-3.08544052700261,3.01344768733696,2.77759931247984,2.76932149805128,2.87609762101511,2.60258524602309,2.89148286132483,2.77292240278282,2.89035052984519,2.78927305216437,2.71336825759094,2.88353479213824,2.72734966002979,2.82947146983744,2.84874747663434,2.86634205413857,2.84036880068358,2.86075398268433,-0.062020512128774,-0.313328531662217,-0.267990909163179,-0.270549210479758,-0.265730761573288,-0.258691185213247,-0.210982005590348,-0.224467611622323,-0.244481687058804,-0.298432355394045,-0.275520558725135,-0.269184535716806,-0.239891665275633,0,844,3000,5470.00879809785,8374.10813146061,11964.5511582585,0
0.605,50,0,0,0,0,0,0,0,-0.0545786981854344,1.02393415076822,0.738395098453041,-17.2378217401701,0.0070898098805188,0.00767455112010319,0.0266727919341641,0.104028060611837,0.210841384129823,0.238036725192935,0.15692437632687,0.0859638769619827,0.0760479043204653,-0.00812422745692318,-0.0728072812205667,0.0333898841159689,0.0665082402058842,-0.0574359138480642,-0.0819548874726868,-0.0849433340668427,-0.0875099625066954,-0.075940232871351,-0.0602765555560239,0.13858142512035,0.179772915221056,-0.0119820279113962,-0.0244496354840346,0.0298869335155576,0,0,2.15842977696004,2.55518901082785,3.06071347855018,2.76624276697684,2.78670739151247,-3.08620382348753,3.01848651832155,2.77628906528521,2.76379057123235,2.86862021853782,2.59748976072386,2.90066254499509,2.76721211712013,2.88734126562173,2.78687597710894,2.7062851807314,2.87527925358136,2.72543317969032,2.83866002918105,2.8510753075614,2.86493901385732,2.84524435773041,2.8641120292953,-0.09777196638828,-0.309455907909182,-0.268819235700811,-0.272964430052709,-0.266377446461939,-0.257811033487146,-0.213606919666507,-0.223123468094147,-0.242607804871018,-0.298892782249655,-0.278625742943703,-0.265564396599417,-0.231961353278635,0,893.380159816344,3000,5859,8836,11859,0
0.615,50,0,0,0,0,0,0,0,-0.0397990755517315,0.776898917651314,0.7095971831823,-17.0531986425978,-0.0108872578531648,-0.0112643853566659,0.00237404958977338,0.0679490979352955,0.162938132169336,0.195091404877033,0.153841404283078,0.132895396255248,0.127109453076202,0.0431555582747948,-0.0117815084574007,0.0396970302242688,0.0188616913974405,-0.080624569932914,-0.111178817338546,-0.107446318573775,-0.0924485102091424,-0.0693876182083339,-0.00465943983718861,0.124705980679898,0.110998142657476,-0.0312891320795348,-0.0103937888222178,0.066770018120828,0,0,1.81452320628757,2.56289505584614,3.03798604914545,2.75944880990394,2.81674063198801,-3.08001674542328,3.02577449681568,2.77605523240469,2.76089646830866,2.86848105789969,2.59028882571873,2.91397683305075,2.76221449045944,2.88692151444403,2.78643398567903,2.6999873400163,2.86935227697488,2.72377789028481,2.84753527182411,2.85466488569786,2.86682428174492,2.85466064923427,2.87000280755956,-0.136255439625029,-0.30361833535743,-0.270155121000491,-0.274129569240596,-0.263983342167492,-0.254937145851314,-0.215966161076477,-0.221812617676979,-0.239882235992417,-0.295079220275367,-0.278231652827889,-0.260034357235805,-0.224065924060566,0,4337.57909143084,6521.19782791047,9542.89572204317,11561.7089753212,13595.3673127014,0
0.625,50,0,0,0,0,0,0,0,-0.0152915677718724,0.788274685977772,0.542871600411847,-17.1878316836212,-0.00739499541675134,-0.00889385719671714,1.1458312592764e-05,0.0397504927634443,0.0971496058637367,0.1258192038644,0.12908503904697,0.153248536697766,0.164132736936306,0.117785882476601,0.0834214427391662,0.0683472247425847,-0.00879778432969502,-0.10689418854396,-0.161527509969601,-0.152044343226843,-0.0958046659209572,-0.0309421482973736,0.0569913935063,0.0858350905010392,0.0101600467847306,-0.0718524946961033,-0.0110871106147967,0.114062899587794,0,0,1.44124980290229,2.56978097261185,3.02502548806855,2.75169728675421,2.84175968591202,-3.0681638136898,3.0378271713657,2.77854829191761,2.76038722667832,2.87405625669481,2.58648990586555,2.92982262199871,2.75698412881757,2.88896821070379,2.78835095233328,2.69768224788757,2.86762638934941,2.72331627385949,2.85802343378851,2.86173742214778,2.87256246311262,2.86823941371192,2.87802340070736,-0.172907205158056,-0.296959988592318,-0.273388528695744,-0.276378987010586,-0.26207389912668,-0.250420118088963,-0.217277564874212,-0.220611616942051,-0.235717503246729,-0.286077629403247,-0.277766753076899,-0.257205607169592,-0.21713769410815,0,6305.25547279527,7927.05969462086,11100.5298473104,12725.4537548011,14494.6956299627,0
0.635,50,0,0,0,0,0,0,0,0.00497437964553483,0.621390891364959,0.586324064406788,-17.3122334689544,0.0963611626217116,0.0569181453400848,0.086025502354821,0.0796508082783679,0.0646705729103145,0.0644595992779108,0.10608573525405,0.135315902632993,0.128988129125984,0.11597235082283,0.114234701769768,0.0729796122460999,0.00176039360783773,-0.0639825675633009,-0.0984232415230736,-0.0869076473840796,-0.0359059373834357,0.0244080490809849,0.0994805170366067,0.064452109911219,-0.0388921438515559,-0.0888467668232701,-0.036388477599194,0.0883886247930832,0,0,1.12950240461021,2.57263498482571,3.01493142309542,2.74437906220903,2.86672040856464,-3.05109271998613,3.05324883816775,2.77948658196037,2.75999955412816,2.87903173367756,2.5840643600136,2.945828037969,2.75057489235352,2.89291128796679,2.78921378021182,2.69887286744065,2.8660782287535,2.7206902103365,2.86870640159605,2.87008140756532,2.87846595908551,2.88149633234608,2.88539780841471,-0.200037106640315,-0.292875266146867,-0.279909319009583,-0.281285315612915,-0.264511258091644,-0.246536605920065,-0.217290024479732,-0.221273258599714,-0.235560405413567,-0.277413226465825,-0.279687908443289,-0.256780812536781,-0.21171528593599,0,6577.9503396255,7913.9503396255,11063,12734.3082361548,14555,0
0.645,50,0,0,0,0,0,0,0,-0.00108417805836293,0.846493317703234,0.69221731355226,-16.8331579953433,0.299489586062474,0.165733229653197,0.229327167076577,0.17388181785611,0.0844985838383631,0.0108749545122523,0.11023539356281,0.159984201022738,0.0772084446939602,0.0442348760199305,0.0435419518948919,-0.00752368552198086,-0.00228358761166553,0.0233426877735882,0.0436994122899296,0.0480118238198424,0.0231919547394207,0.0128527876562609,0.105900952181701,0.0497927341751709,-0.0111628358966761,-0.0259926831397058,-0.0630868727374713,0.0068067296493809,0,0,0.895696971132444,2.57385120945402,2.99336041299642,2.73096342473717,2.89219442809776,-3.03515174578782,3.06838213259086,2.77420207946637,2.75448103705127,2.88262116197296,2.57789319936284,2.95937842466786,2.7379467648724,2.89695650215311,2.78542948112032,2.69822249409074,2.86005285258532,2.71246869664487,2.87467099640005,2.87518807393842,2.88072013212681,2.88988249587108,2.88880880253521,-0.206779006464797,-0.288948064300539,-0.287029757066772,-0.286112019677818,-0.267446584301288,-0.244843208915814,-0.218511286961666,-0.225856504396427,-0.240245825014586,-0.269077424904639,-0.279996241484999,-0.258393398636307,-0.211134055296762,0,6609,7945,12516.6521124895,13576.7401502299,14692.7900250383,0
0.655,50,0,0,0,0,0,0,0,0.0121167738840282,0.976079820496178,0.645577778104119,-16.0206775762122,0.437018888719592,0.237147148075515,0.30858377398988,0.242384429253485,0.125985205032214,-0.0201325846643141,0.124404409034351,0.21375985383302,0.0748237925996008,-0.000592196205382838,-0.0414619883001564,-0.104392348150555,-0.0367283888190609,0.0651287701649151,0.111394454603135,0.0975766599660337,0.0181734238581616,-0.0384411393384947,0.0891433341926819,0.0321854529138691,0.0332738473556412,0.0541138990816899,-0.0750321361027385,-0.0428810522717862,0,0,0.718805561866479,2.5748210460176,2.96245833152116,2.70737263814489,2.91427123258353,-3.01774518894952,3.08842931727559,2.76383893679826,2.74254829362965,2.88471020340979,2.56965679153702,2.97167830739602,2.72219105775634,2.90035454638834,2.77832064924934,2.69315509417911,2.84893995779801,2.70041260897617,2.87705937282978,2.87741354427586,2.88010870863327,2.89479937397037,2.88949505299327,-0.190043174278527,-0.281728704637755,-0.291077321089151,-0.288594939675172,-0.267593114646399,-0.243038872399929,-0.220495859500999,-0.233791889785696,-0.247117320252284,-0.261393435496601,-0.277244180507096,-0.263312299692673,-0.215517851146629,0,6609,10360.1105533026,13244.2046267273,13985.9231065169,14750.6415863065,0
0.665,50,0,0,0,0,0,0,0,-0.0447820494852927,1.06274897192744,0.595855007622509,-15.7579857752441,0.431607779471885,0.257498892171477,0.305019027602747,0.258586900705071,0.150482098880476,-0.0174608884158533,0.108732266650409,0.200076417644649,0.0840105792847503,-0.0083630619187167,-0.0865295918464676,-0.13299923709957,-0.0446073657775558,0.0802859900605665,0.114543886235552,0.0852199053507278,0.0188889372043835,-0.053893025632333,0.0588351307698018,0.0196718957957447,0.045126615121171,0.0816154471361017,-0.068739598230245,-0.0510434292945128,0,0,0.579368449597462,2.56730840496042,2.9239402982734,2.67081967788018,2.9321392657732,-2.99476357552461,3.11203097124178,2.75007589034427,2.72575852165026,2.88137476208344,2.55856395014709,2.98382739215279,2.70732528105029,2.90164606682302,2.77021123312742,2.68417727217274,2.83273478004375,2.6825446508693,2.87527969290651,2.87868420963765,2.87760593764179,2.89905573944931,2.88913392601262,-0.149219897884565,-0.274246211464202,-0.291522307758765,-0.288724274067013,-0.26533383605652,-0.23931048340307,-0.220735032804896,-0.241273048848534,-0.254119940385589,-0.256666378510892,-0.273923350424754,-0.271424642808878,-0.224293778813927,0,2466.25069848697,4373.12633311678,4932.87456246017,5212.74867713186,5501.20559798682,0
0.675,50,0,0,0,0,0,0,0,-0.126573340956139,1.25908266958567,0.545237135726264,-16.0867816496243,0.2853095872044,0.218038023033881,0.23688838112777,0.223487985059149,0.147395451328452,0.0161759817990425,0.0526378485141049,0.110271844309954,0.0755913507650588,0.0160353823173568,-0.0783968250235577,-0.105525831098273,-0.00716897927719849,0.0802654807813136,0.0552805490576758,0.0330924566538351,0.0284343384193005,-0.0407374524632847,0.00364452254062323,0.00675576241497147,0.0245565063168523,0.0540726474683535,0.0017058804737155,-0.0129584286500957,0,0,0.467283250363852,2.54624408679053,2.8791485106714,2.62967178803764,2.95193471835581,-2.96857160237438,3.14086919598195,2.73607152971871,2.70917366316948,2.87664789307194,2.54583283904456,2.9996077938478,2.69570220063752,2.90360159690417,2.7655453649106,2.67747082935004,2.81849786779566,2.6622724148023,2.87428360997113,2.88310525688781,2.87733935428566,2.90785765903761,2.89130672747833,-0.100049809399932,-0.269948516742512,-0.290832175940497,-0.288786674438713,-0.264859757339803,-0.23724872593761,-0.218287377404339,-0.243891529674692,-0.257506054417957,-0.249576284019693,-0.26959162971086,-0.27952042484238,-0.232672958125585,0,0,2531.65738504134,3567.64227375644,7235.32337266725,8558.53629924886,0
